决 O
， O
积 O
水 O
倾 O
湖 O
而 O
出 O
， O
长 O
驱 O
直 O
下 O
， O
大 O
店 O
以 O
上 O
水 O
位 O
高 O
达 O
6 O
0 O
m O
， O
到 O
达 O
灌 B-location
县 I-location
时 O
水 O
位 O
仍 O
有 O
1 O
2 O
m O
高 O
， O
都 B-location
江 I-location
堰 I-location
洪 O
水 O
流 O
量 O
高 O
达 O
1 O
0 O
. O
2 O
x O
1 O
0 O
3 O
m O
3 O
/ O
s O
o O
特 O
大 O
洪 O
水 O
消 O
退 O
后 O
， O
江 O
边 O
到 O
处 O
是 O
人 O
畜 O
尸 O
体 O
， O
仅 O
茂 B-location
汶 I-location
一 O
县 O
就 O
死 O
亡 O
2 O
5 O
0 O
0 O
余 O
人 O
加 O
上 O
汶 B-location
川 I-location
、 O
灌 B-location
县 I-location
等 O
， O
共 O
造 O
成 O
8 O
千 O
余 O
人 O
死 O
亡 O
网 O
。 O

叠 O
溪 O
地 O
处 O
松 B-location
潘 I-location
一 O
甘 B-location
孜 I-location
地 O
槽 O
褶 B-geological_structure
皱 I-geological_structure
带 O
、 O
秦 B-location
岭 I-location
近 O
地 O
槽 O
褶 B-geological_structure
皱 I-geological_structure
带 O
与 O
龙 B-location
门 I-location
山 I-location
断 B-geological_structure
裂 I-geological_structure
带 O
构 O
成 O
三 O
角 O
地 O
带 O
内 O
， O
区 O
域 O
构 O
造 O
主 O
要 O
表 O
现 O
为 O
一 O
系 O
列 O
紧 O
密 O
线 O
状 O
弧 O
形 O
倒 O
转 O
褶 B-geological_structure
皱 I-geological_structure
及 O
相 O
伴 O
的 O
冲 B-geological_structure
断 I-geological_structure
层 I-geological_structure
。 O

区 O
内 O
出 O
露 O
基 B-rock
岩 I-rock
为 O
泥 O
盆 O
系 O
、 O
石 O
炭 O
系 O
、 O
二 O
叠 O
系 O
和 O
三 O
叠 O
系 O
浅 O
变 B-rock
质 I-rock
岩 I-rock
， O
主 O
要 O
为 O
变 O
质 O
砂 B-rock
岩 I-rock
、 O
大 B-rock
理 I-rock
岩 I-rock
化 B-rock
灰 I-rock
岩 I-rock
、 O
千 B-rock
枚 I-rock
岩 I-rock
和 O
板 B-rock
岩 I-rock
等 O
。 O

叠 O
溪 O
地 B-predisposition
震 I-predisposition
诱 O
发 O
的 O
斜 B-topography
坡 I-topography
灾 O
害 O
中 O
， O
以 O
较 B-name
场 I-name
滑 I-name
坡 I-name
的 O
规 O
模 O
最 O
大 O
。 O

较 O
场 O
滑 O
坡 O
堆 O
积 O
体 O
位 O
于 O
小 O
海 O
子 O
左 O
岸 O
， O
前 O
缘 O
顺 O
岷 B-location
江 I-location
分 O
布 O
， O
长 O
1 O
4 O
0 O
0 O
m O
。 O
位 O
于 O
高 O
程 O
2 O
1 O
1 O
0 O
~ O
2 O
4 O
2 O
5 O
m O
, O
顺 O
坡 O
向 O
平 O
均 O
长 O
约 O
1 O
4 O
0 O
0 O
m O
, O
垂 O
直 O
于 O
坡 O
向 O
的 O
平 O
均 O
宽 O
约 O
9 O
0 O
0 O
m O
， O
平 O
面 O
面 O
积 O
约 O
1 O
. O
5 O
k O
m O
2 O
， O
其 O
滑 B-element
坡 I-element
体 I-element
平 O
均 O
厚 O
度 O
约 O
1 O
7 O
0 O
m O
， O
体 O
积 O
约 O
2 O
. O
1 O
x O
1 O
0 O
= O
1 O
3 O
。 O

滑 O
坡 O
堆 O
积 O
体 O
前 O
缘 O
宽 O
、 O
后 O
缘 O
窄 O
， O
由 O
数 O
个 O
不 O
同 O
高 O
程 O
平 O
台 O
和 O
连 O
结 O
斜 B-topography
坡 I-topography
构 O
成 O
， O
坡 O
面 O
坡 O
度 O
1 O
5 O
° O
〜 O
3 O
5 O
° O
, O
前 O
缘 O
斜 B-topography
坡 I-topography
坡 O
度 O
一 O
般 O
4 O
0 O
° O
〜 O
5 O
0 O
° O
， O
局 O
部 O
达 O
7 O
0 O
° O
。 O

根 O
据 O
物 O
质 O
组 O
成 O
， O
较 O
场 O
滑 O
坡 O
堆 O
积 O
体 O
可 O
分 O
为 O
前 O
后 O
2 O
部 O
分 O
。 O
后 O
部 O
具 O
有 O
二 O
元 O
结 O
构 O
， O
上 O
部 O
为 O
第 O
四 O
系 O
湖 O
泊 O
相 O
沉 O
积 O
、 O
底 O
部 O
为 O
具 O
有 O
碎 O
裂 O
结 O
构 O
的 O
三 O
叠 O
系 O
变 O
质 O
砂 O
岩 O
、 O
结 O
晶 O
灰 B-rock
岩 I-rock
和 O
千 O
枚 O
岩 O
。 O
堆 O
积 O
体 O
前 O
部 O
主 O
要 O
表 O
现 O
为 O
由 O
块 O
碎 O
石 O
和 O
亚 O
砂 B-rock
土 I-rock
组 O
成 O
的 O
崩 B-process
塌 I-process
堆 O
积 O
； O
其 O
滑 O
体 O
前 O
缘 O
超 O
覆 O
于 O
岷 B-location
江 I-location
漂 O
卵 O
砾 O
石 O
冲 O
积 O
层 O
之 O
上 O
， O
形 O
成 O
小 O
海 O
子 O
滑 B-element
坡 I-element
坝 I-element
。 O

雅 B-location
磐 I-location
江 I-location
唐 B-name
古 I-name
栋 I-name
滑 I-name
坡 I-name

1 O
9 O
6 O
7 O
年 O
6 O
月 O
8 O
日 O
9 O
时 O
， O
四 B-location
川 I-location
甘 O
孜 O
州 O
雅 B-location
江 I-location
县 I-location
波 O
斯 O
河 O
乡 O
下 O
日 O
村 O
西 O
南 O
约 O
1 O
k O
m O
的 O
雅 O
著 O
江 O
右 O
岸 O
唐 O
古 O
栋 O
发 O
生 O
大 O
规 O
模 O
岸 O
坡 O
垮 O
塌 O
滑 B-process
移 I-process
3 O
9 O
~ O
4 O
2 O
米 O
。 O

滑 O
坡 O
后 O
缘 O
与 O
坡 O
脚 O
高 O
达 O
1 O
0 O
3 O
0 O
m O
, O
最 O
大 O
水 O
平 O
长 O
度 O
1 O
9 O
0 O
0 O
m O
, O
最 O
大 O
宽 O
度 O
1 O
3 O
0 O
0 O
m O
, O
分 O
布 O
面 O
积 O
1 O
. O
7 O
k O
m O
2 O
， O
体 O
积 O
达 O
6 O
. O
8 O
x O
1 O
0 O
7 O
m O
3 O
。 O

由 O
于 O
地 O
处 O
高 O
寒 O
山 B-topography
区 I-topography
， O
植 O
被 O
不 O
易 O
恢 O
复 O
， O
滑 O
坡 O
所 O
形 O
成 O
的 O
巨 O
大 O
“ O
伤 O
疤 O
” O
在 O
近 O
年 O
拍 O
摄 O
的 O
卫 O
星 O
图 O
片 O
上 O
依 O
然 O
清 O
晰 O
可 O
见 O
。 O

唐 O
古 O
栋 O
滑 B-element
坡 I-element
体 I-element
在 O
5 O
m O
m O
之 O
内 O
高 O
速 O
滑 O
入 O
雅 O
著 O
江 O
并 O
冲 O
向 O
对 O
岸 O
， O
形 O
成 O
一 O
长 O
约 O
2 O
0 O
0 O
m O
， O
底 O
宽 O
（ O
沿 O
河 O
长 O
） O
3 O
0 O
5 O
0 O
m O
， O
左 O
、 O
右 O
岸 O
高 O
度 O
分 O
别 O
达 O
到 O
3 O
5 O
5 O
和 O
1 O
7 O
5 O
m O
的 O
巨 O
型 O
滑 B-element
坡 I-element
坝 I-element
。 O

此 O
后 O
， O
坝 O
前 O
水 O
位 O
迅 O
速 O
上 O
涨 O
， O
回 O
水 O
区 O
末 O
端 O
不 O
断 O
向 O
上 O
游 O
延 O
伸 O
， O
最 O
终 O
到 O
达 O
距 O
雅 B-location
江 I-location
县 O
城 O
不 O
足 O
3 O
0 O
k O
m O
的 O
洛 B-location
昔 I-location
， O
回 O
水 O
区 O
长 O
达 O
5 O
3 O
k O
m O
、 O
蓄 B-predisposition
水 I-predisposition
6 O
. O
8 O
x O
1 O
0 O
8 O
m O
3 O
， O
而 O
坝 O
的 O
下 O
游 O
流 O
量 O
则 O
显 O
著 O
减 O
少 O
， O
甚 O
至 O
曾 O
出 O
现 O
断 O
流 O
， O
2 O
0 O
0 O
〜 O
3 O
0 O
0 O
k O
m O
范 O
围 O
内 O
， O
均 O
出 O
现 O
全 O
年 O
最 O
低 O
水 O
位 O
（ O
见 O
图 O
2 O
） O
。 O

由 O
于 O
蓄 O
积 O
水 O
量 O
巨 O
大 O
， O
滑 B-element
坡 I-element
坝 I-element
溃 O
决 O
不 O
仅 O
引 O
起 O
下 O
游 O
水 O
位 O
暴 O
涨 O
， O
且 O
下 O
泻 O
流 O
量 O
也 O
十 O
分 O
庞 O
大 O
。 O

唐 O
古 O
栋 O
滑 O
坡 O
的 O
滑 B-element
体 I-element
为 O
三 O
迭 O
系 O
西 O
康 O
群 O
灰 O
黑 O
色 O
泥 O
质 O
板 O
岩 O
与 O
中 O
厚 O
层 O
砂 O
岩 O
， O
加 O
之 O
（ O
物 O
理 O
） O
风 O
化 O
强 O
烈 O
， O
斜 B-topography
坡 I-topography
岩 O
体 O
自 O
身 O
质 O
量 O
较 O
差 O
。 O

同 O
时 O
该 O
斜 B-topography
坡 I-topography
恰 O
好 O
处 O
于 O
雅 O
著 O
江 O
与 O
源 O
于 O
新 O
都 O
桥 O
方 O
向 O
的 O
吕 O
曲 O
汇 O
合 O
处 O
下 O
游 O
附 O
近 O
的 O
凹 O
岸 O
， O
河 O
流 O
侧 O
蚀 O
及 O
坡 O
脚 O
冲 O
刷 O
强 O
烈 O
， O
最 O
终 O
导 O
致 O
斜 B-topography
坡 I-topography
失 O
稳 O
。 O

长 B-location
江 I-location
鸡 B-name
扒 I-name
子 I-name
滑 I-name
坡 I-name

1 O
9 O
8 O
2 O
年 O
7 O
月 O
， O
重 B-location
庆 I-location
云 B-location
阳 I-location
地 O
区 O
连 O
降 O
暴 O
雨 O
， O
月 O
降 B-predisposition
雨 I-predisposition
量 O
达 O
6 O
3 O
3 O
. O
2 O
m O
m O
； O
1 O
7 O
日 O
2 O
0 O
： O
0 O
0 O
, O
位 O
于 O
云 B-location
阳 I-location
老 O
县 O
城 O
下 O
游 O
1 O
k O
m O
处 O
鸡 O
扒 O
子 O
长 O
江 O
左 O
岸 O
斜 B-topography
坡 I-topography
失 O
稳 O
， O
1 O
8 O
日 O
0 O
2 O
： O
0 O
0 O
, O
斜 B-topography
坡 I-topography
发 O
生 O
剧 O
烈 O
滑 O
动 O
， O
最 O
大 O
滑 O
速 O
达 O
1 O
2 O
. O
5 O
m O
/ O
s O
， O
滑 O
体 O
前 O
缘 O
推 O
入 O
江 O
中 O
并 O
直 O
达 O
对 O
岸 O
， O
最 O
大 O
滑 O
距 O
达 O
2 O
0 O
0 O
m O
， O
最 O
终 O
形 O
成 O
西 O
侧 O
壁 O
长 O
1 O
. O
4 O
k O
m O
， O
东 O
侧 O
壁 O
长 O
1 O
. O
6 O
k O
m O
， O
面 O
积 O
0 O
. O
7 O
7 O
k O
m O
2 O
， O
体 O
积 O
1 O
. O
5 O
0 O
x O
1 O
0 O
7 O
m O
3 O
的 O
巨 O
型 O
滑 O
坡 O
， O
其 O
中 O
约 O
2 O
. O
3 O
0 O
x O
1 O
6 O
滑 O
入 O
长 O
江 O
航 O
道 O
（ O
见 O
图 O
3 O
） O
。 O

鸡 B-name
扒 I-name
子 I-name
滑 I-name
坡 I-name
虽 O
未 O
造 O
成 O
人 O
身 O
伤 O
亡 O
， O
但 O
是 O
毁 O
坏 O
房 O
屋 O
1 O
7 O
3 O
0 O
间 O
， O
工 O
农 O
业 O
生 O
产 O
直 O
接 O
经 O
济 O
损 O
失 O
共 O
6 O
0 O
0 O
万 O
元 O
。 O
更 O
为 O
严 O
重 O
的 O
是 O
， O
由 O
于 O
大 O
量 O
石 O
块 O
坠 O
入 O
长 B-location
江 I-location
中 O
， O
河 O
床 O
淤 O
高 O
4 O
0 O
m O
， O
形 O
成 O
7 O
0 O
0 O
m O
的 O
急 O
流 O
险 O
滩 O
， O
长 B-location
江 I-location
航 O
运 O
被 O
迫 O
中 O
断 O
7 O
d O
， O
航 O
道 O
整 O
治 O
费 O
高 O
达 O
8 O
0 O
0 O
0 O
万 O
元 O
（ O
当 O
年 O
价 O
格 O
） O
， O
间 O
接 O
经 O
济 O
损 O
失 O
达 O
1 O
0 O
0 O
0 O
万 O
元 O
。 O

鸡 B-name
扒 I-name
子 I-name
滑 I-name
坡 I-name
是 O
宝 O
塔 O
老 O
滑 O
坡 O
的 O
一 O
部 O
分 O
， O
其 O
右 O
侧 O
边 O
界 O
（ O
西 O
翼 O
） O
是 O
宝 B-name
塔 I-name
滑 I-name
坡 I-name
的 O
天 O
然 O
排 O
水 O
沟 O
一 O
一 O
石 O
板 O
沟 O
。 O

滑 B-element
体 I-element
厚 O
度 O
0 O
. O
0 O
~ O
9 O
3 O
. O
7 O
m O
， O
— O
般 O
厚 O
3 O
0 O
. O
0 O
~ O
7 O
0 O
. O
0 O
m O
。 O

表 O
层 O
为 O
粉 O
质 O
黏 B-rock
土 I-rock
夹 O
钙 O
质 O
结 O
核 O
， O
中 O
部 O
粉 O
质 O
黏 O
土 O
夹 O
块 O
、 O
碎 O
石 O
， O
下 O
部 O
层 O
状 O
碎 O
裂 O
岩 O
体 O
。 O

该 O
滑 B-element
坡 I-element
体 I-element
为 O
第 O
四 O
系 O
堆 O
积 O
物 O
及 O
下 O
部 O
基 B-rock
岩 I-rock
沿 O
软 O
弱 O
层 O
面 O
滑 O
动 O
， O
为 O
老 O
滑 O
坡 O
复 O
活 O
， O
并 O
带 O
动 O
部 O
分 O
基 B-rock
岩 I-rock
滑 O
动 O
。 O

滑 B-element
带 I-element
土 O
由 O
紫 O
红 O
色 O
粉 O
质 O
黏 O
土 O
含 O
砂 B-rock
岩 I-rock
碎 O
屑 O
组 O
成 O
， O
厚 O
度 O
0 O
. O
2 O
〜 O
1 O
. O
0 O
m O
， O
天 O
然 O
状 O
态 O
下 O
呈 O
软 O
塑 O
或 O
硬 O
塑 O
状 O
， O
滑 B-element
面 I-element
保 O
存 O
着 O
清 O
晰 O
擦 O
痕 O
， O
倾 O
角 O
6 O
° O
〜 O
8 O
° O
。 O

滑 B-element
床 I-element
为 O
蓬 O
莱 O
组 O
（ O
L O
P O
） O
长 B-rock
石 I-rock
石 B-rock
英 I-rock
砂 B-rock
岩 I-rock
和 O
泥 B-rock
岩 I-rock
， O
E O
W O
走 O
向 O
， O
倾 O
向 O
S O
。 O

强 O
降 B-predisposition
雨 I-predisposition
是 O
鸡 B-name
扒 I-name
子 I-name
滑 I-name
坡 I-name
的 O
直 O
接 O
触 O
发 O
因 O
素 O
。 O

滑 O
坡 O
发 O
生 O
前 O
后 O
的 O
2 O
4 O
h O
降 B-predisposition
雨 I-predisposition
量 O
达 O
2 O
4 O
0 O
. O
9 O
m O
m O
， O
1 O
h O
最 O
大 O
降 B-predisposition
雨 I-predisposition
量 O
达 O
3 O
8 O
. O
5 O
m O
m O
。 O

变 B-process
形 I-process
初 O
期 O
， O
滑 O
坡 O
后 O
缘 O
的 O
1 O
. O
7 O
0 O
x O
1 O
0 O
4 O
m O
3 O
土 O
石 O
坍 B-process
滑 I-process
到 O
石 O
板 O
沟 O
并 O
将 O
其 O
堵 O
塞 O
， O
从 O
而 O
导 O
致 O
高 O
强 O
度 O
降 B-predisposition
雨 I-predisposition
从 O
后 O
缘 O
渗 O
入 O
滑 B-element
体 I-element
， O
导 O
致 O
滑 B-element
体 I-element
内 O
地 B-predisposition
下 I-predisposition
水 I-predisposition
位 O
大 O
幅 O
度 O
上 O
升 O
， O
平 O
均 O
水 O
力 O
梯 O
度 O
达 O
到 O
1 O
9 O
% O
。 O

同 O
时 O
垂 O
直 O
方 O
向 O
的 O
降 B-predisposition
水 I-predisposition
入 O
渗 O
也 O
是 O
坡 O
体 O
地 O
下 O
水 O
位 O
上 O
升 O
、 O
介 O
质 O
力 O
学 O
性 O
能 O
快 O
速 O
劣 O
化 O
的 O
重 O
要 O
因 O
素 O
。 O
强 O
大 O
的 O
动 O
水 O
和 O
静 O
水 O
压 O
力 O
首 O
先 O
使 O
滑 B-element
体 I-element
西 O
部 O
以 O
塑 O
性 O
泥 O
石 O
流 O
方 O
式 O
失 O
稳 O
， O
此 O
后 O
， O
中 O
部 O
和 O
东 O
部 O
滑 B-element
体 I-element
相 O
继 O
发 O
生 O
失 O
稳 O
滑 B-process
移 I-process
。 O

甘 B-location
肃 I-location
洒 B-name
勒 I-name
山 I-name
滑 I-name
坡 I-name

1 O
9 O
8 O
3 O
年 O
3 O
月 O
7 O
日 O
， O
甘 B-location
肃 I-location
省 O
东 B-location
乡 I-location
族 O
自 O
治 O
县 O
果 O
园 O
乡 O
洒 O
勒 O
村 O
北 O
侧 O
的 O
洒 O
勒 O
山 O
发 O
生 O
大 O
规 O
模 O
高 O
速 O
滑 O
坡 O
， O
位 O
于 O
2 O
2 O
8 O
3 O
m O
的 O
山 B-topography
脊 I-topography
瞬 O
间 O
滑 O
落 O
到 O
高 O
程 O
2 O
0 O
8 O
0 O
m O
的 O
巴 B-location
谢 I-location
河 I-location
谷 O
， O
而 O
滑 B-element
体 I-element
前 O
缘 O
在 O
滑 O
过 O
宽 O
8 O
0 O
0 O
m O
宽 O
的 O
巴 B-location
谢 I-location
河 I-location
及 O
1 O
0 O
m O
高 O
的 O
对 O
岸 O
岸 O
坡 O
后 O
才 O
停 O
积 O
下 O
来 O
， O
形 O
成 O
总 O
体 O
积 O
达 O
3 O
. O
1 O
0 O
， O
的 O
巨 O
量 O
滑 O
坡 O
堆 O
积 O
， O
整 O
个 O
滑 O
动 O
过 O
程 O
历 O
时 O
不 O
到 O
1 O
m O
i O
n O
。 O

这 O
一 O
重 O
大 O
的 O
灾 O
害 O
性 O
滑 O
坡 O
事 O
件 O
将 O
位 O
于 O
斜 B-topography
坡 I-topography
坡 O
脚 O
及 O
巴 O
谢 O
河 O
原 O
河 O
道 O
附 O
近 O
的 O
3 O
个 O
村 O
庄 O
彻 O
底 O
摧 O
毁 O
， O
共 O
造 O
成 O
2 O
3 O
7 O
人 O
死 O
亡 O
。 O

令 O
人 O
匪 O
夷 O
所 O
思 O
的 O
是 O
， O
滑 O
坡 O
发 O
生 O
时 O
， O
位 O
于 O
斜 B-topography
坡 I-topography
上 O
的 O
一 O
个 O
村 O
民 O
抱 O
住 O
一 O
棵 O
大 O
树 O
， O
随 O
滑 B-element
坡 I-element
体 I-element
运 O
行 O
4 O
0 O
0 O
m O
, O
停 O
下 O
后 O
居 O
然 O
安 O
然 O
无 O
恙 O
。 O

滑 O
坡 O
区 O
原 O
始 O
斜 B-topography
坡 I-topography
坡 O
面 O
陡 O
峭 O
， O
高 O
程 O
2 O
1 O
0 O
0 O
m O
以 O
上 O
的 O
坡 O
度 O
达 O
到 O
3 O
0 O
° O
〜 O
3 O
5 O
° O
， O
坡 O
面 O
裸 O
露 O
， O
发 O
育 O
一 O
系 O
列 O
冲 B-topography
沟 I-topography
， O
其 O
中 O
的 O
2 O
条 O
后 O
来 O
成 O
为 O
滑 O
坡 O
的 O
侧 O
向 O
边 O
界 O
。 O

巴 O
谢 O
河 O
是 O
黄 B-location
河 I-location
一 O
级 O
支 O
流 O
沸 B-location
河 I-location
（ O
在 O
刘 O
家 O
峡 O
坝 O
址 O
汇 O
入 O
黄 O
河 O
） O
的 O
支 O
流 O
， O
也 O
是 O
东 B-location
乡 I-location
县 O
境 O
内 O
最 O
重 O
要 O
的 O
一 O
条 O
季 O
节 O
性 O
河 O
流 O
， O
流 O
向 O
近 O
E O
W O
向 O
（ O
见 O
图 O
5 O
） O
。 O

滑 O
坡 O
区 O
具 O
有 O
半 O
干 O
旱 O
气 O
候 O
特 O
征 O
， O
年 O
均 O
降 B-predisposition
雨 I-predisposition
量 O
4 O
8 O
5 O
m O
m O
， O
其 O
中 O
8 O
0 O
% O
集 O
中 O
在 O
7 O
〜 O
9 O
月 O
。 O

1 O
9 O
7 O
9 O
年 O
属 O
多 O
雨 O
年 O
份 O
， O
年 O
降 B-predisposition
雨 I-predisposition
量 O
达 O
到 O
6 O
5 O
0 O
m O
m O
， O
也 O
正 O
是 O
这 O
一 O
年 O
洒 O
勒 O
山 O
山 B-topography
脊 I-topography
背 O
后 O
出 O
现 O
拉 B-process
裂 I-process
缝 O
。 O

滑 O
坡 O
发 O
生 O
前 O
的 O
1 O
9 O
8 O
2 O
年 O
1 O
0 O
~ O
1 O
1 O
月 O
降 B-predisposition
雨 I-predisposition
6 O
6 O
m O
m O
， O
明 O
显 O
高 O
于 O
正 O
常 O
年 O
份 O
。 O

斜 B-topography
坡 I-topography
从 O
顶 O
部 O
向 O
下 O
依 O
次 O
为 O
疏 O
松 O
的 O
马 B-rock
兰 I-rock
黄 I-rock
土 I-rock
、 O
半 O
坚 O
硬 O
的 O
离 B-rock
石 I-rock
黄 I-rock
土 I-rock
和 O
近 O
水 O
平 O
的 O
第 O
三 O
系 O
泥 B-rock
岩 I-rock
组 O
成 O
， O
泥 B-rock
岩 I-rock
中 O
发 O
育 O
一 O
组 O
走 O
向 O
近 O
E O
W O
、 O
倾 O
向 O
S O
、 O
倾 O
角 O
7 O
3 O
° O
- O
8 O
6 O
° O
的 O
构 O
造 O
裂 O
隙 O
； O
斜 B-topography
坡 I-topography
中 O
下 O
部 O
被 O
阶 O
地 O
沉 O
积 O
和 O
古 O
滑 O
坡 O
堆 O
积 O
和 O
残 O
坡 O
积 O
覆 O
盖 O
。 O

洒 B-name
勒 I-name
山 I-name
滑 I-name
坡 I-name
体 O
平 O
面 O
上 O
形 O
似 O
手 O
掌 O
， O
其 O
E O
W O
宽 O
7 O
0 O
0 O
〜 O
1 O
1 O
0 O
0 O
m O
、 O
S O
N O
长 O
1 O
1 O
0 O
0 O
- O
1 O
6 O
3 O
0 O
m O
、 O
厚 O
5 O
〜 O
7 O
5 O
m O
、 O
面 O
积 O
1 O
. O
3 O
k O
n O
。 O

纵 O
向 O
上 O
， O
滑 B-element
坡 I-element
体 I-element
可 O
分 O
为 O
前 O
、 O
后 O
两 O
部 O
分 O
。 O

主 O
洼 O
地 O
前 O
是 O
一 O
个 O
顶 O
部 O
高 O
程 O
为 O
2 O
0 O
8 O
0 O
m O
的 O
细 O
长 O
小 O
丘 O
， O
由 O
黄 B-rock
土 I-rock
覆 O
盖 O
的 O
泥 B-rock
岩 I-rock
组 O
成 O
。 O

泥 B-rock
岩 I-rock
层 O
面 O
倾 O
向 O
N O
W O
， O
倾 O
角 O
1 O
0 O
° O
， O
这 O
是 O
沿 O
弧 O
形 O
破 B-process
裂 I-process
面 O
发 O
生 O
旋 O
转 O
滑 O
动 O
的 O
证 O
据 O
。 O

滑 O
坡 O
堆 O
积 O
前 O
部 O
由 O
丘 O
状 O
地 O
形 O
组 O
成 O
， O
高 O
5 O
〜 O
1 O
0 O
m O
、 O
近 O
于 O
平 O
行 O
分 O
布 O
； O
山 B-topography
脊 I-topography
之 O
间 O
是 O
浅 O
槽 O
。 O

此 O
外 O
还 O
有 O
些 O
分 O
散 O
的 O
小 O
丘 O
和 O
土 O
堆 O
， O
特 O
别 O
是 O
在 O
滑 B-element
体 I-element
边 O
缘 O
。 O

在 O
该 O
区 O
域 O
， O
原 O
地 O
面 O
被 O
8 O
〜 O
5 O
0 O
m O
厚 O
的 O
泥 B-rock
岩 I-rock
及 O
其 O
碎 O
屑 O
和 O
黄 B-rock
土 I-rock
堆 O
积 O
覆 O
盖 O
， O
原 O
来 O
一 O
级 O
阶 O
地 O
上 O
的 O
砂 O
卵 O
石 O
层 O
几 O
乎 O
未 O
被 O
扰 O
动 O
， O
破 O
裂 O
面 O
剪 O
出 O
口 O
要 O
高 O
于 O
一 O
级 O
阶 O
地 O
的 O
水 O
平 O
。 O

同 O
时 O
， O
滑 O
坡 O
现 O
象 O
也 O
表 O
明 O
， O
这 O
部 O
分 O
滑 B-element
体 I-element
的 O
运 O
动 O
方 O
式 O
是 O
流 O
动 O
而 O
不 O
是 O
滑 O
动 O
。 O
洒 B-name
勒 I-name
山 I-name
滑 I-name
坡 I-name
的 O
滑 B-element
裂 I-element
面 I-element
呈 O
圈 O
椅 O
状 O
， O
由 O
一 O
个 O
高 O
陡 O
的 O
卸 O
荷 O
裂 O
隙 O
和 O
近 O
水 O
平 O
